"HITID","index","GithubReposityLink","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3VDI8GSXAFTI3X29G9UCYEKBJOK8GU","99","https://github.com/has3/ftwManual","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:00:59 UTC"
"391JB9X4ZY82Q80W01PA1ODZAAQMKZ","229","https://github.com/iolab12/iolab_hw_1","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:00:05 UTC"
"3PKVGQTFIHKO7T259OMIWVMKECXYRT","52","https://github.com/mstrcnvs/mstrcnvs.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:00:58 UTC"
"3MDKGGG61QNZ4O5R7UWLDJ393N1T61","47","https://github.com/errordeveloper/errordeveloper.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:59:58 UTC"
"3K2CEDRACB11TRQJUA322F0VTNHMT5","54","https://github.com/apache/tapestry4","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:00:12 UTC"
"31S7M7DAGGQHN98YUY2N22L6TIRLT2","43","https://github.com/courtneypk/CIBMTR-DBtC-Data-Scramble","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:00:15 UTC"
"37MQ8Z1JQEW739LKUY7HVNEC2KI2YJ","35","https://github.com/CEnsink/CHP_Documents","A1NJ1IJLKAS0Y4","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:00:20 UTC"
"3QQUBC64ZEEESQK3BLJZ4XA1B9FNXP","127","https://github.com/f1vlad/f1vlad.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:59:48 UTC"
"3PKJ68EHDNWLNAT3RJ9L845QEZRHJM","96","https://github.com/google/namebench","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:00:38 UTC"
"3G3AJKPCXLSH6N07YCQ5O2BAMYE4YH","22","https://github.com/enyo/enyo.github.io","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:00:30 UTC"
"3Q2T3FD0ON8WUASPFVXBK2WXZO43M5","79","https://github.com/pixelles/mtm1531-homework-6","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 14:01:53 UTC"
"3JAOYN9IHL2V8OKF9DSWO3NRZXN33P","35","https://github.com/bbc/rdfspace","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","development","No","no_agreement","2017-01-04 14:01:13 UTC"
"3APP19WN71EVZJJLNUXEE0OKDTUG6G","149","https://github.com/splodingsocks/splodingsocks.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 14:01:21 UTC"
"3EPG8DX9LKQ5TSC6LUDWG3OCIP65PT","84","https://github.com/pipolindo/petxines","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:01:37 UTC"
"37J05LC5AXJ4BUO15NQVHJQSM7YJDF","162","https://github.com/tomrittervg/simple-crypto-pack","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:02:05 UTC"
"308KJXFUJR60RQHUX7DXTO5VZ6RTAR","94","https://github.com/maplebeats/maplebeats.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:01:30 UTC"
"3TTPFEFXCTK9ZFEW70FWZ00LST76H5","109","https://github.com/apache/ofbiz","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:01:46 UTC"
"31JUPBOORN4YPPGAR0RSB6PJF568L0","123","https://github.com/ryanve/dope","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:02:20 UTC"
"3MWOYZD5WVORYH6BAUW3LKJ8Z5AONL","145","https://github.com/baoilleach/Kirchmair-dataset","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:02:28 UTC"
"3VLL1PIENQOLF6KUDI7XG7QH9JIOZ2","175","https://github.com/ChristineCat/day04","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:02:49 UTC"
"35ZRNT9RUIYKUDD1SBCOC6L2UOJ3OK","100","https://github.com/JohnCai/Homework","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:02:34 UTC"
"3NBFJK3IOHILOPPPNQJ8V0ABYTOOGD","24","https://github.com/adamancini/html5-dataset","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","development","No","no_agreement","2017-01-04 14:02:13 UTC"
"3AXFSPQOYQY19E2XWTLL5JTDYKEJFQ","58","https://github.com/bpwong/Homework02","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 14:03:03 UTC"
"3TZ0XG8CBUK3ONF123O26XYOFBP893","178","https://github.com/in28minutes/MavenIn28Minutes","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:02:42 UTC"
"3BAWBGQGYLZXLGNLVZ1SKFRQVJ27VV","6","https://github.com/cfenollosa/os-tutorial","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 14:02:57 UTC"
"38XPGNCKHT002T52T13LH37G4HC4V8","207","https://github.com/salmonhabitat/data","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:03:28 UTC"
"37PGLWGSJT6GUPA5FMRI9V6IT16IKF","43","https://github.com/amejiarosario/Backbone-tutorial","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 14:04:15 UTC"
"3QX22DUVOOHG6JU8Z53H3XOGQ8XMVL","92","https://github.com/apache/openjpa","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:04:08 UTC"
"3KQC8JMJGCSA2WREOYHYSXO1I253HW","198","https://github.com/essrand/Turiya","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:03:44 UTC"
"3FCO4VKOZ4DGJ51Z09CIKB34VOZE7W","213","https://github.com/jmendivil/moodle-Docs","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:03:58 UTC"
"39O0SQZVJN75S964MFWIJI2NADP7R2","39","https://github.com/danlentz/danlentz.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 14:03:51 UTC"
"3W31J70BASWPHMO5NCVWYS8NGWMCK7","60","https://github.com/apache/shindig","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:03:11 UTC"
"3PUV2Q8SV44YTBQPHVDEJV7FE2PDBO","107","https://github.com/rsenk330/rsenk330.github.io","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:04:22 UTC"
"388CL5C1RJNRI0H3U4LYOJIIIOWLHS","135","https://github.com/tjluoma/John-Cleese-on-Creativity","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:03:21 UTC"
"3E9VAUV7BWEW8CGO7D0W15XAE8AAYY","104","https://github.com/victusfate/victusfate.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:03:35 UTC"
"3M7OI89LVYOII73GL81VO935F126CW","224","https://github.com/bichiliad/Homework-4","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 14:04:35 UTC"
"37M4O367VJIZ8PFTTEL4ZZUHDKVM5E","195","https://github.com/davidB/yascaladt-doc","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:04:28 UTC"
"306W7JMRYYYMCGUY0N2YX3TE3BS8BD","222","https://github.com/tfredrich/RestApiTutorial.com","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 14:04:43 UTC"
"3X55NP42EOG2FDP27BP316QS4TFP3N","24","https://github.com/google/perf_api.dart","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:04:38 UTC"
"3K1H3NEY7LZUKSY0XH5SK6YCUFHGD8","173","https://github.com/dnouri/kfkd-tutorial","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:04:29 UTC"
"375VMB7D4JJ8GJ4VN55V5IBS9S9ID2","42","https://github.com/leavehm/leavehm.github.io","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 14:04:18 UTC"
"3X4Q1O9UBHM2VWEOUNFEPNXIZQ57OT","162","https://github.com/google/signet","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:04:57 UTC"
"3VDVA3ILIDF0SXIOHOLXJ4X35IEG1I","46","https://github.com/ric03uec/nodeblox","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","educational","Yes","educational","2017-01-04 14:05:06 UTC"
"3L4YG5VW9NSR88O9VR4KELVFHN1DDV","145","https://github.com/juliamae/juliamae.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:05:03 UTC"
"3FI30CQHVKJZ82BA7850DPXNXG2B6U","189","https://github.com/joshmoore/joshmoore.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 14:05:39 UTC"
"3P6ENY9P79WPSZ9X91OLW3QQ1K2HIA","94","https://github.com/apache/maven-sandbox","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:05:14 UTC"
"3HXK2V1N4KF7HI0K0SLBON78XOSG2Z","102","https://github.com/gbraad/gbraad.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:05:22 UTC"
"3X55NP42EOG2FDP27BP316QS4TF3P1","156","https://github.com/olyaandrosik/homework1","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 14:05:31 UTC"
"3B9XR6P1WEVBWXQHRRZPMT2SJMMBJ0","25","https://github.com/audiohacked/audiohacked","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:05:24 UTC"
"3MQKOF1EE2OQHEO0CM9A69K0O37DW4","7","https://github.com/zarino/type-in-some-data-tool","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","development","No","no_agreement","2017-01-04 14:05:46 UTC"
"3RWB1RTQDJNOGAV8JSKZSNY3KF7P8F","74","https://github.com/apache/abdera","A16S0KKQ2MIZHT","other","A3QZMGTVA4VO44","other","Yes","other","2017-01-04 14:06:15 UTC"
"3VQTAXTYN3LKAD1B3Q33TVB302KBUW","132","https://github.com/sequelize/doc","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:06:08 UTC"
"375VMB7D4JJ8GJ4VN55V5IBS9S9DIX","168","https://github.com/aespinosa/aespinosa.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 14:05:53 UTC"
"356ZPKYPUHH3VGMQWWITR0M5DU9YP1","201","https://github.com/google/gwteventbinder","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:05:31 UTC"
"36FFXPMST9OZOLK07W1QG0MCDT1OHC","22","https://github.com/Netrimos/DS2JSON","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:06:01 UTC"
"34F34TZU7WZH8KQL8Y6EL0ZOPG9J26","102","https://github.com/hermannloose/cfcss-samples","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:05:15 UTC"
"3BC9H1KCYUCTFPJR8IWOJUU16RCYWW","73","https://github.com/totalrehab-pt/totalrehab-pt.github.io","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:05:47 UTC"
"3KTZHH2ONIFIV7YVRCS7BJ48FAWM8G","201","https://github.com/silverstripe-archive/silverstripe-gridfieldajaxrefresh","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:05:59 UTC"
"3HKIF5DF6YXIH2LJL10QYAFM3U29GK","156","https://github.com/baidu/fis","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:06:23 UTC"
"3ZXV7Q5FJBOE10WRM14ZIFGI804FC7","202","https://github.com/ankush1123roy/SVM","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:06:45 UTC"
"3GMLHYZ0LEXGNLUMDIHN1694LB1YUX","20","https://github.com/jakubkulhan/cc16-java-intro","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:07:15 UTC"
"3JYPJ2TAYI8XVP5VR6Q52FFP7JKFPM","170","https://github.com/apache/directory-daemon","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:05:39 UTC"
"38RHULDV9YF7PP4M40ALX60DG8FIWB","70","https://github.com/benaldred/cssdoc","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:06:33 UTC"
"3NZ1E5QA6Z13PYBW2PVVLJJN1LRB5E","130","https://github.com/ropensci/user2016-tutorial","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","educational","Yes","educational","2017-01-04 14:06:42 UTC"
"3WPCIUYH1A8YPXK6HH4ZJPD1K9PDTE","32","https://github.com/osdf/datasets","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","development","No","no_agreement","2017-01-04 14:06:30 UTC"
"37SDSEDIN92LZIC6YQ99RRG5HZ181U","62","https://github.com/felixge/node-memory-leak-tutorial","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:06:53 UTC"
"36AZSFEYZ40KNSQB8GD8PHDME9TBVL","135","https://github.com/HelloWorldCN/MapReduceMine","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:07:04 UTC"
"3I6NF2WGIGWZGFJ7IBN9MUAKHYJG50","130","https://github.com/mossnz/mossnz.github.io","A16S0KKQ2MIZHT","other","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:06:37 UTC"
"3D06DR5225JWEVRAOACL7AA35YWMAK","228","https://github.com/nazgyl/BeanIntegration","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:07:35 UTC"
"33Q5P9PUSPMK6HNRNDY6L7W0K5ZCZT","224","https://github.com/otilas/matching","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:07:18 UTC"
"3RWB1RTQDJNOGAV8JSKZSNY3KF78PY","166","https://github.com/j-pastor/koala","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:07:52 UTC"
"3M67TQBQQHOH7B8GZ18G2O4J5ZP9A8","37","https://github.com/google/module-server","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:07:26 UTC"
"3TTPFEFXCTK9ZFEW70FWZ00LST7H6G","81","https://github.com/antifeng/Homework1","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:07:09 UTC"
"3UZUVSO3P7VZ488M4FE73T0UQDUEM7","3","https://github.com/apache/maven-scm","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:07:42 UTC"
"3N5YJ55YXG32WDCA0BRLKPZ3AO6AN8","9","https://github.com/nov/nov.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:06:56 UTC"
"32PT7WK7DMFTQGMC22Y81C93QAC3DN","158","https://github.com/thibaudcolas/stringtouri","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 14:09:05 UTC"
"3FHTJGYT8N039P1Q2QWNK0F18YKGPM","87","https://github.com/kennethreitz/tablib","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:08:36 UTC"
"3ZXV7Q5FJBOE10WRM14ZIFGI805CF5","220","https://github.com/Csoliz/Python-code","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","homework","No","no_agreement","2017-01-04 14:08:07 UTC"
"3WJGKMRWVI9H3GIVVV99UFDXWNPDCV","86","https://github.com/empenguinxh/emacs-tutorial-in-chinese","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 14:08:45 UTC"
"3D7VY91L65X1X5W2UOCH2LU9NGHMBF","6","https://github.com/liamartinez/iOS-Dev-homework","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:08:14 UTC"
"3BS6ERDL937SNZ9UL4W68FLN01ED63","74","https://github.com/michaelsembwever/michaelsembwever.github.io","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:08:24 UTC"
"3EKTG13IZU3DAEIEL11BGOQEZAVML2","13","https://github.com/apache/maven-mercury","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:08:54 UTC"
"3ROUCZ907FU9G26NB9WG09JDPFFOO0","166","https://github.com/MiguDeveloper/SQL-Server-2012-Guia","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:08:20 UTC"
"35ZRNT9RUIYKUDD1SBCOC6L2UOJO35","198","https://github.com/leeluolee/leeluolee.github.io","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:09:17 UTC"
"3LOJFQ4BOXFZMEUJN8Q7IYQ51WYDK8","146","https://github.com/SomMeri/org.meri.jpa.tutorial","A2L1HRXNXC73VX","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:08:26 UTC"
"3OQQD2WO8I6AYR2YUGZJS9PGIFK3IP","4","https://github.com/ulmangt/csi747","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:08:28 UTC"
"3UUIU9GZC553LK5D2BMGLDP97SR5TY","104","https://github.com/PierreJasmin/manuals","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","documents","Yes","documents","2017-01-04 14:09:40 UTC"
"37SOB9Z0SSXCOSA4FJWWKPH8ZJE3L3","64","https://github.com/colin-dumitru/Java","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:09:24 UTC"
"30Y6N4AHYPWL9I7EDSZ4JACJWOSDR1","0","https://github.com/yangboz/UFOSightings","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:09:32 UTC"
"3HEA4ZVWVDM10IUN1F4IIXJVRP5557","31","https://github.com/DaweiCheng/isotope-tutorial","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:09:46 UTC"
"3L7SUC0TTUU0DITSW8FSI4YQWCKM0T","147","https://github.com/openMVG/ImageDataset_SceauxCastle","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:09:55 UTC"
"3QGHA0EA0J0X2HQGYQI4BJW0LIVBWV","139","https://github.com/Manfred/ruby-encoding","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:10:39 UTC"
"3OCZWXS7ZO7F27X8T2KPZMFSDF5L5B","41","https://github.com/feedhenry-training/App-Anatomy","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:10:14 UTC"
"31KPKEKW4AD4URPV5JPJ4ONWKDGB0T","67","https://github.com/tanallnight/MaterialTutorial","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 14:10:59 UTC"
"33CLA8O0MIBI72LA4YUU7AF4818FRE","28","https://github.com/lucianocosta/lucianocosta.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:10:06 UTC"
"3R4QIDVOJPC1SKG9NHQOQLVLHB3EEI","46","https://github.com/gregsqueeb/JS-Panagram-Helper","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","homework","No","no_agreement","2017-01-04 14:11:09 UTC"
"35A1YQPVFEGDC6P28ZNC76N0WBB5IH","167","https://github.com/shekhargulati/java8-the-missing-tutorial","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:11:19 UTC"
"3KWGG5KP6J2K7AO88O8CD50R51HMCM","25","https://github.com/estherbester/smc-c","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","development","No","no_agreement","2017-01-04 14:11:00 UTC"
"3M47JKRKCX1G64D34WLQMN7MPAH68Q","86","https://github.com/chervand/MI-RUB-HW","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:11:16 UTC"
"3QO7EE372ONSIKUUMHJYJUEEXHEBQR","62","https://github.com/derekeder/Socrata-to-FusionTables","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:10:30 UTC"
"3E6L1VR4XWMPLJNQCARWWFO8CEU6F7","38","https://github.com/apache/tapestry3","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 14:10:48 UTC"
"3EHIMLB7F7ZW3TXK0FCUJEWCYOXH82","95","https://github.com/rtieu001/GEN220","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:10:22 UTC"
"32204AGAABCBW832JDOIBRDAM7AGHH","215","https://github.com/nitnelave/pycaffe_tutorial","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 14:11:08 UTC"
"3O4VWC1GEW66T2M4CYKJ4A4GVU9J3H","116","https://github.com/Kotti/kotti_user_manual","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","documents","No","no_agreement","2017-01-04 14:11:36 UTC"
"3PA41K45VN4KGWQP9NSTEN289V1P7S","66","https://github.com/apache/directory-project","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","development","No","no_agreement","2017-01-04 14:11:26 UTC"
"3T8DUCXY0N6MM77P51ZXXTUBTO9T9C","55","https://github.com/myw/myw.github.io","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:12:11 UTC"
"33IXYHIZB5I9X44TUXVNOKMWK8D2E4","66","https://github.com/kozy4324/kozy4324.github.io","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:12:54 UTC"
"36D1BWBEHN179SW6BVJ61SR5TA42MT","72","https://github.com/dexteryy/JSMatchismo","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:12:46 UTC"
"3J9UN9O9J3SACAN7TB202C69SIPJ0M","54","https://github.com/mainehackerclub/bangor","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:12:33 UTC"
"3WGCNLZJKF8XGD8XFYKPDJU6SQYD15","24","https://github.com/wicker/wicker.github.io","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:11:29 UTC"
"3D1UCPY6GG9H9LQLLUNSFKV2FJF83M","132","https://github.com/coffeescript-cookbook/coffeescript-cookbook.github.io","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:12:24 UTC"
"388CL5C1RJNRI0H3U4LYOJIIIOWHLO","137","https://github.com/google/open-gantry","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:11:39 UTC"
"3C8QQOM6JP1REVSN0M3JOVJXI1BILI","115","https://github.com/foca/foca.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:11:59 UTC"
"385MDVINFCF3K0OSMIVL97FDTN4JWO","145","https://github.com/goaop/framework","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","development","Yes","development","2017-01-04 14:12:19 UTC"
"3SA4EMRVJV26YLQ5OO7KZ8SL1HVP0S","171","https://github.com/sandkingpop/Homework2","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 14:12:35 UTC"
"3Z8UJEJOCZDHNQ9VQMT6FGQDZPX396","125","https://github.com/yl790/MNIST-related-code","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 14:13:18 UTC"
"3SCKNODZ0XGKDBECT8F1AYXD9G07NE","222","https://github.com/imagem/GeoDataToolkit","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","data","Yes","data","2017-01-04 14:11:53 UTC"
"3ZXNP4Z39RLUPBBRHVZMX6TO4L0L7Q","52","https://github.com/wdi-sf-jan-2014/notes","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:13:03 UTC"
"3SNR5F7R92TD8PIVJ0GFB0TD94AIEV","49","https://github.com/tsabat/tsabat.github.io","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 14:12:41 UTC"
"3FDWKV9VCN2GT458UFTC7BMXC1OMUW","90","https://github.com/google/qpp","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:11:44 UTC"
"3IYI9285WS0U62IN5RVKXD8A17MCJ8","58","https://github.com/google/go-github","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:12:26 UTC"
"3IKMEYR0LWVCJ4W3QJ6QMFZ14592KO","114","https://github.com/nicopolyptic/nicopolyptic.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 14:13:15 UTC"
"3DW3BNF1GHI1LUS454TYYFNL6388VJ","70","https://github.com/amillerrhodes/CS445-Homework","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 14:14:26 UTC"
"362E9TQF2HQBS3EMPV63B3EPMKPGIA","50","https://github.com/NothingInteractive/contao-geodomains","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 14:13:02 UTC"
